,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0,Player Link,Player ID
,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,,
0,1,Brenden Aaronson,us USA,"MF,FW",Leeds United,21,2000,26.4,1,41,9,22.0,1.56,0.34,0.02,0.11,18.4,2,0,0,3.9,3.9,0.09,-2.9,-2.9,Matches,https://fbref.com/en/players/5bc43860/Brenden-Aaronson,5bc43860
1,2,George Abbott,eng ENG,MF,Tottenham,16,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/56628958/George-Abbott,56628958
2,3,Che Adams,sct SCO,FW,Southampton,26,1996,22.1,5,47,14,29.8,2.12,0.63,0.11,0.36,13.8,0,0,0,6.6,6.6,0.14,-1.6,-1.6,Matches,https://fbref.com/en/players/f2bf1b0f/Che-Adams,f2bf1b0f
3,4,Tyler Adams,us USA,MF,Leeds United,23,1999,24.0,0,4,0,0.0,0.17,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,https://fbref.com/en/players/2b09d998/Tyler-Adams,2b09d998
4,5,Tosin Adarabioyo,eng ENG,DF,Fulham,24,1997,23.2,1,16,4,25.0,0.69,0.17,0.06,0.25,21.2,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,https://fbref.com/en/players/c81d773d/Tosin-Adarabioyo,c81d773d
5,6,Nayef Aguerd,ma MAR,DF,West Ham,26,1996,17.7,2,12,2,16.7,0.68,0.11,0.17,1.00,9.9,0,0,0,2.2,2.2,0.19,-0.2,-0.2,Matches,https://fbref.com/en/players/288e1e13/Nayef-Aguerd,288e1e13
6,7,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,20,2002,1.0,0,3,0,0.0,2.87,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,https://fbref.com/en/players/a6c58494/Naouirou-Ahamada,a6c58494
7,8,Rayan Aït Nouri,dz ALG,DF,Wolves,21,2001,12.0,1,10,5,50.0,0.84,0.42,0.10,0.20,14.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches,https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri,9b398aea
8,9,Kristoffer Ajer,no NOR,DF,Brentford,24,1998,8.5,0,1,0,0.0,0.12,0.00,0.00,,6.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,https://fbref.com/en/players/a8c0acb7/Kristoffer-Ajer,a8c0acb7
9,10,Manuel Akanji,ch SUI,DF,Manchester City,27,1995,25.4,0,15,2,13.3,0.59,0.08,0.00,0.00,15.9,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches,https://fbref.com/en/players/89ac64a6/Manuel-Akanji,89ac64a6
10,11,Nathan Aké,nl NED,DF,Manchester City,27,1995,20.8,1,9,2,22.2,0.43,0.10,0.11,0.50,10.5,0,0,0,1.6,1.6,0.17,-0.6,-0.6,Matches,https://fbref.com/en/players/eaeca114/Nathan-Ake,eaeca114
11,12,Marc Albrighton,eng ENG,"FW,MF",Leicester City,32,1989,2.6,1,2,1,50.0,0.76,0.38,0.50,1.00,8.0,0,0,0,0.3,0.3,0.17,+0.7,+0.7,Matches,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,b827d5b3
12,13,Thiago Alcántara,es ESP,MF,Liverpool,31,1991,13.9,0,10,1,10.0,0.72,0.07,0.00,0.00,24.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,https://fbref.com/en/players/77e84962/Thiago-Alcantara,77e84962
13,14,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,19,2002,11.4,4,24,10,41.7,2.10,0.87,0.17,0.40,20.0,0,0,0,1.9,1.9,0.08,+2.1,+2.1,Matches,https://fbref.com/en/players/4abac767/Carlos-Alcaraz,4abac767
14,15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,23,1998,32.5,2,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5,0,0,2.4,2.4,0.06,-0.4,-0.4,Matches,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,cd1acf9d
15,16,Alisson,br BRA,GK,Liverpool,29,1992,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/7a2e46a8/Alisson,7a2e46a8
16,17,Dele Alli,eng ENG,MF,Everton,26,1996,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/cea4ee8f/Dele-Alli,cea4ee8f
17,18,Miguel Almirón,py PAR,FW,Newcastle Utd,28,1994,27.7,11,69,20,29.0,2.49,0.72,0.16,0.55,16.4,0,0,0,8.0,8.0,0.12,+3.0,+3.0,Matches,https://fbref.com/en/players/862a1c15/Miguel-Almiron,862a1c15
18,19,Julián Álvarez,ar ARG,"FW,MF",Manchester City,22,2000,16.3,9,46,20,43.5,2.83,1.23,0.17,0.40,16.0,0,1,1,7.0,6.2,0.13,+2.0,+1.8,Matches,https://fbref.com/en/players/15ab5a2b/Julian-Alvarez,15ab5a2b
19,20,Daniel Amartey,gh GHA,DF,Leicester City,27,1994,17.9,0,6,2,33.3,0.34,0.11,0.00,0.00,17.4,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matches,https://fbref.com/en/players/1a4ef233/Daniel-Amartey,1a4ef233
20,21,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,16,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/9eedf0e0/Samuel-Amo-Ameyaw,9eedf0e0
21,22,Joachim Andersen,dk DEN,DF,Crystal Palace,26,1996,30.9,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d
22,23,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,19,2002,4.6,0,11,4,36.4,2.41,0.88,0.00,0.00,16.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e
23,24,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,22,1999,14.0,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2,0,0,2.2,2.2,0.10,+0.8,+0.8,Matches,https://fbref.com/en/players/e4238fb1/Jaidon-Anthony,e4238fb1
24,25,Michail Antonio,jm JAM,FW,West Ham,32,1990,20.3,5,39,13,33.3,1.92,0.64,0.13,0.38,11.6,0,0,0,6.6,6.6,0.17,-1.6,-1.6,Matches,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970
25,26,Antony,br BRA,FW,Manchester Utd,22,2000,20.0,4,72,24,33.3,3.60,1.20,0.06,0.17,19.6,0,0,0,6.6,6.6,0.09,-2.6,-2.6,Matches,https://fbref.com/en/players/99127249/Antony,99127249
26,27,Cameron Archer,eng ENG,"FW,MF",Aston Villa,21,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/05e8ca6d/Cameron-Archer,05e8ca6d
27,28,Alphonse Areola,fr FRA,GK,West Ham,29,1993,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72
28,29,Joe Aribo,ng NGA,"MF,FW",Southampton,26,1996,13.6,2,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches,https://fbref.com/en/players/328f7d51/Joe-Aribo,328f7d51
29,30,Adam Armstrong,eng ENG,"FW,MF",Southampton,25,1997,14.8,2,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches,https://fbref.com/en/players/68c720b5/Adam-Armstrong,68c720b5
30,31,Stuart Armstrong,sct SCO,"MF,FW",Southampton,30,1992,15.6,2,23,6,26.1,1.47,0.38,0.09,0.33,17.9,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches,https://fbref.com/en/players/97333cf5/Stuart-Armstrong,97333cf5
31,32,Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0
32,33,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,33,1989,6.2,1,16,7,43.8,2.60,1.14,0.06,0.14,13.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f
33,34,Ludwig Augustinsson,se SWE,DF,Aston Villa,28,1994,0.9,0,2,1,50.0,2.34,1.17,0.00,0.00,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,9fec8860
34,35,Serge Aurier,ci CIV,DF,Nott'ham Forest,29,1992,21.6,1,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07
35,36,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,24,1997,15.6,10,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,6.6,6.6,0.19,+3.4,+3.4,Matches,https://fbref.com/en/players/e5478b87/Taiwo-Awoniyi,e5478b87
36,37,Yasin Ayari,se SWE,MF,Brighton,18,2003,0.7,0,1,0,0.0,1.34,0.00,0.00,,29.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,https://fbref.com/en/players/f173303a/Yasin-Ayari,f173303a
37,38,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,32,1989,3.5,0,3,1,33.3,0.85,0.28,0.00,0.00,19.3,0,0,1,1.0,0.3,0.09,-1.0,-0.3,Matches,https://fbref.com/en/players/5dbefa9d/Andre-Ayew,5dbefa9d
38,39,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,30,1991,30.2,4,32,10,31.3,1.06,0.33,0.13,0.40,16.1,0,0,0,3.2,3.2,0.10,+0.8,+0.8,Matches,https://fbref.com/en/players/da052c14/Jordan-Ayew,da052c14
39,40,Luke Ayling,eng ENG,DF,Leeds United,30,1991,22.8,2,24,5,20.8,1.05,0.22,0.08,0.40,15.1,0,0,0,3.2,3.2,0.13,-1.2,-1.2,Matches,https://fbref.com/en/players/420d7c7d/Luke-Ayling,420d7c7d
40,41,César Azpilicueta,es ESP,DF,Chelsea,32,1989,17.0,0,9,1,11.1,0.53,0.06,0.00,0.00,18.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,53cad200
41,42,Benoît Badiashile,fr FRA,DF,Chelsea,21,2001,10.1,1,6,2,33.3,0.60,0.20,0.17,0.50,7.2,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches,https://fbref.com/en/players/06df8256/Benoit-Badiashile,06df8256
42,43,Leon Bailey,jm JAM,"FW,MF",Aston Villa,24,1997,21.9,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.10,-1.3,-1.3,Matches,https://fbref.com/en/players/3a233281/Leon-Bailey,3a233281
43,44,Stefan Bajcetic,es ESP,MF,Liverpool,17,2004,5.8,1,6,3,50.0,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches,https://fbref.com/en/players/32e8417f/Stefan-Bajcetic,32e8417f
44,45,Dominic Ballard,eng ENG,"FW,MF",Southampton,17,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/ed8d597c/Dominic-Ballard,ed8d597c
45,46,Patrick Bamford,eng ENG,FW,Leeds United,28,1993,16.8,4,48,16,33.3,2.85,0.95,0.08,0.25,14.7,1,0,2,8.6,7.0,0.15,-4.6,-3.0,Matches,https://fbref.com/en/players/93feac6e/Patrick-Bamford,93feac6e
46,47,Shandon Baptiste,gd GRN,MF,Brentford,24,1998,6.9,0,4,1,25.0,0.58,0.15,0.00,0.00,15.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,https://fbref.com/en/players/2886c9b5/Shandon-Baptiste,2886c9b5
47,48,Harvey Barnes,eng ENG,"FW,MF",Leicester City,24,1997,30.1,13,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,8.9,8.9,0.12,+4.1,+4.1,Matches,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,3ea50f67
48,49,Gavin Bazunu,ie IRL,GK,Southampton,20,2002,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/c91441dc/Gavin-Bazunu,c91441dc
49,50,Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,23,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/30db8574/Mads-Bech-Sorensen,30db8574
50,51,Jan Bednarek,pl POL,DF,Southampton,26,1996,18.6,0,8,0,0.0,0.43,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,4115ce4e
51,52,Jan Bednarek,pl POL,DF,Aston Villa,26,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,4115ce4e
52,53,Donny van de Beek,nl NED,MF,Manchester Utd,25,1997,1.9,0,2,0,0.0,1.08,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,50dc94ce
53,54,Asmir Begović,ba BIH,GK,Everton,35,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/7b4de647/Asmir-Begovic,7b4de647
54,55,Armel Bella Kotchap,de GER,DF,Southampton,20,2001,20.9,0,14,2,14.3,0.67,0.10,0.00,0.00,16.1,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,a39d11bc
55,56,Saïd Benrahma,dz ALG,"FW,MF",West Ham,26,1995,23.0,6,69,23,33.3,3.00,1.00,0.03,0.09,21.9,5,4,4,7.0,3.9,0.06,-1.0,-1.9,Matches,https://fbref.com/en/players/5a04fd92/Said-Benrahma,5a04fd92
56,57,Rodrigo Bentancur,uy URU,MF,Tottenham,25,1997,16.7,5,15,9,60.0,0.90,0.54,0.33,0.56,15.8,0,0,0,2.2,2.2,0.15,+2.8,+2.8,Matches,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,3b8674e6
57,58,Daniel Bentley,eng ENG,GK,Wolves,29,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/68db6358/Daniel-Bentley,68db6358
58,59,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,19,2002,9.9,0,3,0,0.0,0.30,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,https://fbref.com/en/players/505486d6/Victor-Bernth-Kristiansen,505486d6
59,60,Owen Bevan,wls WAL,DF,Bournemouth,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/87966294/Owen-Bevan,87966294
60,61,Giulian Biancone,fr FRA,DF,Nott'ham Forest,22,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/de40e38c/Giulian-Biancone,de40e38c
61,62,Philip Billing,dk DEN,"MF,FW",Bournemouth,26,1996,30.7,7,38,18,47.4,1.24,0.59,0.18,0.39,18.3,5,0,0,4.9,4.9,0.13,+2.1,+2.1,Matches,https://fbref.com/en/players/d328a254/Philip-Billing,d328a254
62,63,Yves Bissouma,ml MLI,MF,Tottenham,25,1996,11.2,0,6,0,0.0,0.53,0.00,0.00,,26.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,https://fbref.com/en/players/6c203af0/Yves-Bissouma,6c203af0
63,64,Willy Boly,ci CIV,DF,Nott'ham Forest,31,1991,7.6,0,2,1,50.0,0.26,0.13,0.00,0.00,16.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,a4ac4b8f
64,65,Sven Botman,nl NED,DF,Newcastle Utd,22,2000,34.7,0,22,7,31.8,0.63,0.20,0.00,0.00,10.2,0,0,0,2.5,2.5,0.11,-2.5,-2.5,Matches,https://fbref.com/en/players/ccce7025/Sven-Botman,ccce7025
65,66,Jarrod Bowen,eng ENG,"FW,MF",West Ham,25,1996,35.9,6,73,21,28.8,2.03,0.58,0.07,0.24,16.2,1,1,2,8.9,7.8,0.11,-2.9,-2.8,Matches,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,79c84d1c
66,67,James Bree,eng ENG,DF,Southampton,24,1997,4.1,0,1,1,100.0,0.25,0.25,0.00,0.00,25.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,https://fbref.com/en/players/c07b7c5c/James-Bree,c07b7c5c
67,68,Armando Broja,al ALB,FW,Chelsea,20,2001,3.3,1,6,5,83.3,1.84,1.53,0.17,0.20,11.0,0,0,0,0.8,0.8,0.14,+0.2,+0.2,Matches,https://fbref.com/en/players/97220da2/Armando-Broja,97220da2
68,69,David Brooks,wls WAL,"FW,MF",Bournemouth,25,1997,1.9,0,5,1,20.0,2.60,0.52,0.00,0.00,20.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,https://fbref.com/en/players/dc4cae05/David-Brooks,dc4cae05
69,70,Lewis Brunt,eng ENG,DF,Leicester City,21,2000,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/a2081c6b/Lewis-Brunt,a2081c6b
70,71,Emi Buendía,ar ARG,"MF,FW",Aston Villa,25,1996,26.8,5,49,11,22.4,1.83,0.41,0.10,0.45,15.9,2,0,0,6.3,6.3,0.13,-1.3,-1.3,Matches,https://fbref.com/en/players/66b76d44/Emi-Buendia,66b76d44
71,72,Hugo Bueno,es ESP,DF,Wolves,19,2002,14.6,0,4,1,25.0,0.27,0.07,0.00,0.00,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,https://fbref.com/en/players/bfc3b3a0/Hugo-Bueno,bfc3b3a0
72,73,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,17,2004,6.3,1,11,3,27.3,1.75,0.48,0.09,0.33,16.9,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches,https://fbref.com/en/players/468a7a91/Facundo-Buonanotte,468a7a91
73,74,Dan Burn,eng ENG,DF,Newcastle Utd,30,1992,34.6,1,21,4,19.0,0.61,0.12,0.05,0.25,12.2,0,0,0,2.1,2.1,0.10,-1.1,-1.1,Matches,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83
74,75,Cafú,pt POR,MF,Nott'ham Forest,29,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/85322440/Cafu,85322440
75,76,Moisés Caicedo,ec ECU,MF,Brighton,20,2001,34.9,1,28,8,28.6,0.80,0.23,0.04,0.13,23.9,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches,https://fbref.com/en/players/16264a81/Moises-Caicedo,16264a81
76,77,Tom Cairney,sct SCO,MF,Fulham,31,1991,11.0,2,21,2,9.5,1.91,0.18,0.10,1.00,18.6,0,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947
77,78,Duje Ćaleta-Car,hr CRO,DF,Southampton,25,1996,10.5,1,5,2,40.0,0.48,0.19,0.20,0.50,12.3,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches,https://fbref.com/en/players/94f8d10c/Duje-Caleta-Car,94f8d10c
78,79,Dominic Calvert-Lewin,eng ENG,FW,Everton,25,1997,12.9,2,30,9,30.0,2.32,0.70,0.03,0.11,11.8,0,1,1,5.8,5.0,0.17,-3.8,-4.0,Matches,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf
79,80,Chem Campbell,wls WAL,"FW,MF",Wolves,19,2002,0.8,0,2,0,0.0,2.43,0.00,0.00,,11.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,https://fbref.com/en/players/6f711f67/Chem-Campbell,6f711f67
80,81,João Cancelo,pt POR,DF,Manchester City,28,1994,14.2,2,17,3,17.6,1.20,0.21,0.12,0.67,22.7,0,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,bd6351cd
81,82,Thomas Cannon,ie IRL,FW,Everton,19,2002,0.3,0,1,1,100.0,3.60,3.60,0.00,0.00,10.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,https://fbref.com/en/players/4506aec5/Thomas-Cannon,4506aec5
82,83,Sergi Canós,es ESP,"FW,DF",Brentford,25,1997,0.9,0,1,0,0.0,1.17,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,https://fbref.com/en/players/1137759d/Sergi-Canos,1137759d
83,84,Diego Carlos,br BRA,DF,Aston Villa,29,1993,2.3,0,4,0,0.0,1.76,0.00,0.00,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,https://fbref.com/en/players/b4a014b1/Diego-Carlos,b4a014b1
84,85,Fabio Carvalho,pt POR,"MF,FW",Liverpool,19,2002,3.9,2,11,4,36.4,2.85,1.04,0.18,0.50,11.5,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches,https://fbref.com/en/players/966e28d0/Fabio-Carvalho,966e28d0
85,86,Casemiro,br BRA,MF,Manchester Utd,30,1992,23.6,4,34,11,32.4,1.44,0.47,0.12,0.36,21.6,0,0,0,3.4,3.4,0.10,+0.6,+0.6,Matches,https://fbref.com/en/players/4d224fe8/Casemiro,4d224fe8
86,87,Matty Cash,pl POL,DF,Aston Villa,24,1997,20.2,0,7,1,14.3,0.35,0.05,0.00,0.00,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,https://fbref.com/en/players/2389cdc2/Matty-Cash,2389cdc2
87,88,Timothy Castagne,be BEL,DF,Leicester City,26,1995,36.2,2,19,5,26.3,0.53,0.14,0.11,0.40,11.0,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches,https://fbref.com/en/players/197640fd/Timothy-Castagne,197640fd
88,89,Jonny Castro,es ESP,DF,Wolves,28,1994,14.0,1,9,2,22.2,0.64,0.14,0.11,0.50,24.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,https://fbref.com/en/players/e28868f3/Jonny-Castro,e28868f3
89,90,Julio César Enciso,py PAR,"FW,MF",Brighton,18,2004,9.0,4,38,18,47.4,4.24,2.01,0.11,0.22,19.6,0,0,0,4.0,4.0,0.11,0.0,0.0,Matches,https://fbref.com/en/players/9cfbad36/Julio-Cesar-Enciso,9cfbad36
90,91,Nathaniel Chalobah,eng ENG,MF,Fulham,27,1994,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,10.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,https://fbref.com/en/players/422862ea/Nathaniel-Chalobah,422862ea
91,92,Trevoh Chalobah,eng ENG,DF,Chelsea,23,1999,17.9,0,9,2,22.2,0.50,0.11,0.00,0.00,9.6,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,https://fbref.com/en/players/5515376c/Trevoh-Chalobah,5515376c
92,93,Calum Chambers,eng ENG,"DF,MF",Aston Villa,27,1995,3.9,0,2,0,0.0,0.51,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,dc6f5bdd
93,94,Shea Charles,nir NIR,DF,Manchester City,18,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/5cc3ce65/Shea-Charles,5cc3ce65
94,95,Ben Chilwell,eng ENG,"DF,MF",Chelsea,25,1996,15.6,2,16,4,25.0,1.02,0.26,0.13,0.50,16.1,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches,https://fbref.com/en/players/d2424d1b/Ben-Chilwell,d2424d1b
95,96,Ryan Christie,sct SCO,"MF,FW",Bournemouth,27,1995,20.4,1,33,9,27.3,1.62,0.44,0.03,0.11,14.0,0,0,0,2.8,2.8,0.08,-1.8,-1.8,Matches,https://fbref.com/en/players/26ce2263/Ryan-Christie,26ce2263
96,97,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,18,2003,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,https://fbref.com/en/players/b2f9c73e/Carney-Chukwuemeka,b2f9c73e
97,98,Bobby Clark,eng ENG,MF,Liverpool,17,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/73341ace/Bobby-Clark,73341ace
98,99,Nathaniel Clyne,eng ENG,DF,Crystal Palace,31,1991,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,0442183b
99,100,Conor Coady,eng ENG,DF,Everton,29,1993,23.3,1,4,2,50.0,0.17,0.09,0.25,0.50,8.5,0,0,0,0.8,0.8,0.21,+0.2,+0.2,Matches,https://fbref.com/en/players/2928dca2/Conor-Coady,2928dca2
100,101,Jack Colback,eng ENG,MF,Nott'ham Forest,32,1989,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,https://fbref.com/en/players/963a9201/Jack-Colback,963a9201
101,102,Séamus Coleman,ie IRL,DF,Everton,33,1988,18.4,1,7,2,28.6,0.38,0.11,0.14,0.50,21.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,https://fbref.com/en/players/0420d84f/Seamus-Coleman,0420d84f
102,103,Nathan Collins,ie IRL,DF,Wolves,21,2001,20.2,0,3,0,0.0,0.15,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,https://fbref.com/en/players/a8c19eb8/Nathan-Collins,a8c19eb8
103,104,Levi Colwill,eng ENG,DF,Brighton,19,2003,13.6,0,8,0,0.0,0.59,0.00,0.00,,7.0,0,0,0,1.4,1.4,0.18,-1.4,-1.4,Matches,https://fbref.com/en/players/700783e7/Levi-Colwill,700783e7
